,Region,Sub Region,Country,Drug Group,Drug,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
130,,,,,Ketamine and phencyclidine-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00123,,
131,,,,,Methaqualone,,,,,,,,,0.88025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,Non-specified,,,,,,,,,,,,,,,,0.136559996947646,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,Non-specified cannabis-type,,,,,,,,,,,,,,,,,,,,,,,,,,,222.535,,,,665.95,,2298.449,,1540.661,9669.411,,,
134,,,,,Non-specified sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.913469979582354,
135,,,,,Other illicit opioids,,,,,,,,,,,,,,,,,,,,,,,,,0.0068,,,,,,,,,,,,,,0.0579500008635223
136,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53270002283901,,
137,,,,,Poppy plants,,,,128.4,,6.2,,2.0,0.5,81.2,,21.3,,,197.40999999344348,13.0,,,,,,,,,,,,,,,,,,,,,,,
138,,Southern and South-Eastern Africa,Angola,ATS (excluding ecstasy),Non-specified ATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.16
139,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,1.0,,,8.90200042724609,64.3600006103516,536.0,38.0069999694824,15.901,173.724,20.745,,,,8.962,,55.773,,92.3,,,,,,,,,
140,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,0.152969,
141,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,,0.032,,,,,,,,,7.01,0.5274,0.615
142,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,,,,0.0230000000447035,,0.00999999977648258,,,0.005,21.5,,,,,,,,,,,,,,,,,
143,,,,Marijuana (herb),Marijuana (herb),,,,,,,,,,40.0,455.0,716.0,52.0,,,2223.22802734375,63.8499984741211,518.005981445313,1.97500002384186,2829.167,4733.667,621.278,,,,2677.85,,3693.756,,,,,,,87.0,,9.749,199.799155,7542.3785
144,,,,Other drugs,Cannabis plants,,,,,,,,,,,,,40.0,,,400.0,,,,573.3,,,,,,1063.3,,219.3,,,,,,,,,185.9,2026.6,6657.8
145,,,,,Methaqualone,,,,,,,,,,,,,,,,,,,1.04999995231628,,,,,,,,,,,,,,,,,,,,
146,,,Botswana,ATS (excluding ecstasy),Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
147,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,0.555999994277954,,,,0.194000005722046,,19.2390003204346,,0.407000005245209,3.0,0.98199999332428,0.699999988079071,1.696,,,,,,0.6,0.1571867,,,,,,,,,,,,
148,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0903041,,0.1127659,,,,,,
149,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024234,0.028593,,,0.1469148,,,,
150,,,,Ecstasy,Ecstasy-type substances,,,,,,,,0.2332660001899898,,,,,,,,,,,,,,,,,,0.007588,0.030352,,,,0.019512,0.013279,0.009214,0.004336,0.004336,,,,
151,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0069,,,,,,,,,,,,
152,,,,Heroine and Morphine,Heroin,,,,,,,,0.100000001490116,,,,0.899999976158142,,,,0.46900001168251,,0.228000000119209,,,,,,,,,,,,,,,,,0.9691,,,,
153,,,,,Illicit morphine,,,,,,,,,,,0.966000020503998,,,,,,,,,,,,,,,,0.0204843,,,,,,,,,,,,
154,,,,Marijuana (herb),Marijuana (herb),,,,,,1798.66296386719,341.127990722656,172.598999023438,1852.58996582031,859.067016601563,14236.0,477.216003417969,144.817001342773,1125.72802734375,29.3470001220703,1349.0,1588.19799804688,1446.15295410156,1186.0,1229.0,,,1000.0,,,1547.0,1167.0,,,,677.014,196.0,440.0,,359.2,,,,
155,,,,Other drugs,Cannabis plants,,,,,,52.0419998168945,,110.015998840332,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,Depressants (excluding Methaqualone),,,,,,0.0451899989899248,0.0290999993495643,0.0512399988546967,,,,,0.0345999992266297,,,,,,,0.07799999988824129,,,,,,,,,,,,,,,,,,,
157,,,,,Ephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9615,,,,
158,,,,,Methaqualone,,,,,,50.70975,5.13925,19.931,7.6065,1.123,11.97475,68.74175,,1.98325,65.8745,0.2425,,,,,,,,,,,1.0,,,,,,,,,,,,
159,,,Eswatini,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,0.04325,,,,9.61475,,,,,,,,,
160,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.719125,,,,,,,,,
161,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,,,0.421000003814697,2.76600003242493,6.74499988555908,9.64999961853027,,3.60899996757507,6.832,1.006,1.058,3.832,,0.655,,0.655794,284.0,560.0,,,,,,,,,
162,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007287,,,,0.728
163,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,,,0.736,,0.7,,,,,,,,,,,,,
164,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.167699,6.663077,,,,,,,,,
165,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,,,,,,,,,5.056,,,,,,,,,,,,,,,,,
166,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,,,,0.449000000953674,0.0020000000949949,1.04100000858307,0.00999999977648258,0.0970000028610229,1.919,0.093,0.004,0.002,0.479,,,2e-05,,1.199,0.82186,,,,8e-06,,,,0.008
167,,,,,Illicit morphine,,,,,,,,,,,,,,,,0.00100000004749745,,,,,,,,,,,,,,,,,,,,,,,
168,,,,Marijuana (herb),Marijuana (herb),9135.0,,,,,,,12614.978515625,1691.75,1464496.75,10331.1943359375,9539.0,5112.0,1962.45703125,3522.84204101563,,440.484985351563,11302.5048828125,5943.29296875,33283.707,14946.718,15064.342,10196.081,8463.019,4323.534,3400.0,3512.6,2676.243,,6206.327,5935.162,,7232.066,,13974.6,,,,13974.6
169,,,,Other drugs,Cannabis plants,,41861.0,,209559.046875,,22321.3359375,,123148.8,70527.2,,,,,2858400.0,,4195.60888671875,,,7517.0,252813.6,3666.5,,,,,,1091.1,3078.3,,,,,,,2706.6,,,,
170,,,,,Cannabis seed,,,,,,,,,,,,,,,,,,,8.0959997177124,,263.84,,,,,,,,,,,,,,,,,,
171,,,,,Depressants (excluding Methaqualone),,1.79999995976686,,1.02650997705571,,0.131069997070357,,0.00482999989204109,,0.03850999913923438,0.127119997158647,0.113339997466654,0.0214899995196611,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,LSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1006249999842113,,,,,,,,,
173,,,,,Methaqualone,,,,,,55.77725,,76.75,18.05675,164.6295,11.347,26.27325,61.68925,42.6255,523.44125,6.7075,1.852,3.81125,3.00375,0.40525,0.0015,0.0645,1.22725,0.11825,,,,,,,,,,,,,,,
174,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0068,,,,,,
175,,,Lesotho,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,,,,,,2.34599995613098,,0.632,,,,,,9.6,,,,,,,,,,,,,
176,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,,,,,1.884,,,,,,,,,,,,,,,,
177,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,,,2979.0,,3.94199991226196,,,,,,,,,,,,,,,,,,,,,
178,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,
179,,,,Marijuana (herb),Marijuana (herb),3401.0,9866.0,,11355.9443359375,36615.05078125,14694.70703125,27183.396484375,15937.0537109375,7886.81884765625,13213.4287109375,24363.0,1370.89001464844,4572.0,23013.748046875,4864.18994140625,,15390.0888671875,10472.0732421875,21583.82421875,7243.697,,,6513.35,,16744.0,6285.0,1420.74,,,,,,,,,,,,
180,,,,Other drugs,Cannabis plants,52.0,365.0,18583.0,,,,,5687.6,8676.0,11130.3,,149.0,,2.1,20.1,200.1,262.5,,,,,,,,,104.2,,,,,,,,,,,,,
181,,,,,Cannabis seed,0.151999995112419,2.0,,,,,,,,,,,,,0.00142999996803701,,,,,35.28,,,,,,,,,,,,,,,,,,,
182,,,,,Depressants (excluding Methaqualone),,2.10868995286711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,Methaqualone,,,,,,,,15.43025,0.1275,2.1835,2.75,,0.61025,,0.03575,,,,,,,,0.652,,,,,,,,,,,,,,,,
184,,,Malawi,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,,,,,,,1.5,1.2,,0.25,,20.283,2.394,,,,,,,,,,,,,,
185,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,
186,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,,,,,,,0.200000002980232,0.5,,,,,,12.035,4.0,2.6,12.0,,,,,,,,,,
187,,,,Marijuana (herb),Marijuana (herb),,,,1433.71398925781,1258.34899902344,901.156005859375,1155.05297851563,1365.49194335938,997.067993164063,1730.35900878906,,1891.37097167969,1859.80102539063,4785.4541015625,4863.81396484375,39911.25390625,8453.4970703125,10320.10546875,5201.97119140625,27141.583,312471.845,8663.694,7131.989,8165.463,23859.006,16852.598,271749.68,27149.0,25232.0,1371.0,,,,,,,,,
188,,,,Other drugs,Cannabis plants,,,,196.2,4372.3,649.9,1156.0,,1214.0,695.4,,,65183.3,,,104522.08203125,2295.9,1948.02497558594,6371.044921875,9428.35,61182.146,51611.136,4127.826,1576.894,4079.668,1982.998,28680.588314,,,,,,,,,,,,
189,,,,,Cannabis seed,,,,,,,,,,,,,,,,0.699999988079071,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,Depressants (excluding Methaqualone),,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,
191,,,,,Methaqualone,,,,,,,39.2645,,,,,,,,0.1525,0.4965,0.25,235.728742797852,0.25175,0.45,,,0.00025,,,,,,,,,,,,,,,,
192,,,,,Other illicit opioids,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,Mozambique,ATS (excluding ecstasy),Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.41
194,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,,,,,,,2.1340000629425,0.385,0.1,0.012,,15.0,,21.8,2.02,,5.55,5.96,,,,,,,,,
195,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.776,4.69,13.72,50.01,24.238,9.792,0.82,,155.09
196,,,,,Non-specified cocaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,
197,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,,,,,12000.0,14.1599998474121,11.0,15542.0,0.2,,105.415,,95.0,,,,2931.26,10.295665005788207,48.055,201.04,5354.88,2238.0,1.91,0.51,,
198,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,,,,,,,,,0.00695999984443188,0.005,,,,0.01,,,,,0.005,4.265,3.11,,,0.946,1.47,0.5,0.000321
199,,,,,Illicit morphine,,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,,,,,,,
200,,,,Marijuana (herb),Marijuana (herb),,25.0,25.0,,,,,,,,,,,,,,,184.024002075195,462.0,894.406,1700.562,6721.55,5798.0,5089.474,,4119.0,,,4793.0,2619.54,3251.928,31641.98,5193.14,3670.779,11355.972,5371.279,1460.5,7614.8,5293.76
201,,,,Other drugs,Cannabis plants,,,,,,28.0,15.0,27.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,Depressants (excluding Methaqualone),,,,,,,,,,,,,,,,,,,0.0507999988645315,,,,,,,,,,,,,,,,,,,,
203,,,,,Ephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,27.5,84600.0,0.252,61.039,0.12,8.0,
204,,,,,LSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
205,,,,,Methaqualone,,,,,,,155.0,,,,,0.25,,12.5,,,,,,,0.55,,,,,,,,,,,0.44,,,1.97,,0.53,46.3,
206,,,,,Other illicit opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,
207,,,,,Plant-based NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.4,,,
208,,,Namibia,ATS (excluding ecstasy),Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0
209,,,,,Non-specified ATS,,,,,,,,,,,,,,,,,,,,,,,,2.303,,,,,,,,,,,,,,,
210,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0.007,0.455,0.02405,,0.17891
211,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,,3.59999990463257,,0.595000028610229,5.95300006866455,23.931999206543,2.10999989509583,,0.093,3.036,0.189,0.056,15.493,0.197,0.908,32.477,,,,,,,,,,,
212,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4467,,0.972,0.111,4.3204,,418.464
213,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,0.0100000001490116,0.00890000013262033,0.00790000011771917,0.0176000002622604,0.014600000217557,0.0257000003829598,0.0528000007867813,,,,,0.188800002813339,,0.063700000949204,0.0380000005662441,0.191600002855062,,0.22380000333488
214,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,,0.020054,0.042547,0.147966,0.013279,0.045799,0.047154,0.031165,0.323032,0.106774,,,,,,,0.09972800000000001,0.006504,0.001084,,0.045799
215,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,1.46700000762939,,,,,,,,0.003,0.1,0.003,0.002,,0.204,0.001,,,,,,,,,,,10.0,,
216,,,,Marijuana (herb),Marijuana (herb),,,,,,,,,,551.530029296875,898.789978027344,1024.95300292969,,237.421997070313,,,,298.829986572266,361.394989013672,282.363,302.981,5386.189,949.448,619.749,575.702,344.017,421.705,1383.037,,,,,,,671.948,798.79,677.109,,
217,,,,Other drugs,Cannabis plants,,,,,,,,,,,,16.01500010490417,329.31201171875,16.57300009727478,,,,,,2.5,,6.7,949.448,,,,,,,,,,2254.903,,,,,,
218,,,,,Cannabis seed,,,,,,,,,,,,,,,646.335998535156,625.857971191406,278.295013427734,,,,,,,,,,,,,,,,,,,,,,
219,,,,,Cannabis-type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002.98
220,,,,,Depressants (excluding Methaqualone),,,,,,,,,,,,,,,,,,,,,,,,,,0.0479399989284575,,,,,,,,,,,,,
221,,,,,Ephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.19,20190.0,,,,,
222,,,,,LSD,,,,,,,,,,,,,,,,,,,,,6.34999983958551e-06,,1.49999996210681e-07,,,,,,,,,,,3.74999990526703e-06,,,,,1.24999996842234e-07
223,,,,,Methaqualone,,,,,,,,,,0.5425,1.53925,106.341,0.91375,8.2515,0.5075,0.92975,1.2115,,1.5795,0.65275,2.6075,4.16875,2.45025,,0.39425,,0.1585,0.09525,,,,,0.83825,0.83825,0.3225,1.5195,0.5905,,12.366
224,,,,,Other coca/cocaine type,,,,,,,,,,,,,,,,,,,,,,,0.00890000013262033,,,,,,,,,,,,,,,,
225,,,South Africa,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,0.24400000000000002,,0.386,,,,,5.378,,,,,,,,0.01375,,,
226,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,0.09225,,,0.23625000000000002,0.148,,,,13.43725,,37.0,,,347.0,,,462.05,439.2,483.1,113.51
227,,,,,Non-specified ATS,0.325,,0.4385,,,,,,,,,,,,0.0299999993294477,0.0035,0.8165,0.280000001192093,0.13175,,,14.7695,1.21025,1.89925,,1078.542,315.369,,29.0,11.0,,,,,,,,,
228,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,261.481,
229,,,,Cocaine,"Cocaine (base, paste and salts)",,0.156000003218651,3.0,0.17399999499321,0.610000014305115,0.264999985694885,4.40299987792969,1.40199995040894,1.192999958992,1642.0,10.0920000076294,38.826000213623,11.6339998245239,78.3880004882813,69.5609970092773,187.764999389648,106.628997802734,151.518997192383,636.2905200252308,346.8430000192821,91.202,155.305,398.961,776.726,593.041,309.561,360.253,545.398,156.0,234.0,,,145.0,,,,,,
230,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4,190.55,209.605,131.87
231,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,0.347000005170703,37.538,2.01730003006011,0.0461000006869435,,,0.872600013002753,,,,,,,,,,,
232,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,0.342002,0.578585,,32.190464,30.279643,8.165772,81.669691,25.959632,129.513918,108.743357,301.466163,,61.734884,7.995184,,,,,,,,34.749817,8.09,8.98,6.340894
233,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,1.97000002861023,27.0779991149902,7.85799980163574,1.067999958992,2.15000009536743,20.568000793457,22.612,11500.0,534.146,696.17,114.173,,,36.4,,,,,,,,,0.1,,,2.31
234,,,,Heroine and Morphine,Heroin,,,,,0.00100000004749745,,,,0.0299999993294477,1532.0,40.185001373291,0.261999994516373,1.34099996089935,1.84599995613098,24.7450008392334,5.94199991226196,0.810999989509583,1.54799997806549,5.38299989700317,7.435,15.386,8.465,15.02,33.953,19.145,37.398,22.585,28.2,41.0,198.0,,,,,,28.3,125.82,138.402,75.97089999997988
235,,,,,Illicit morphine,,,0.469999998807907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,Marijuana (herb),Marijuana (herb),575419.0,0.135000005364418,123563.0,,,465438.0,874869.4375,1111414.0,212259.0,1230900.0,171129.703125,680024.0,254142.0,847336.0,268652.0,238813.203125,203353.953125,171929.328125,197116.296875,289943.561,717701.918,123964.058,104977.75,32928.219,818044.893,292186.838,359024.0,67442.296,114408.1,125818.1,,,196.0,,,2179.8,,,6914.6
237,,,,Opium,Opium,,0.600000023841858,13.025000000372529,0.028999999165535,0.0750000029802322,0.100000001490116,1.125,0.0260000005364418,0.0570000000298023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,Other drugs,Any Illicit drugs,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,Cannabis oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,3.75
240,,,,,Cannabis plants,,83000.0,22202.4,655470.0,1669976.0,738258.0625,669168.0,273654.71875,826439.0,,5745663.5,4016400.0,4618238.0,860471.0,7182906.0,1188018.0,69450.9765625,243565.6875,784201.0625,,864234.3,608330.095,754913.307,9456.4,,,,9970.069,12984.651,15150.621,,,,,,,,,807.7
241,,,,,Cannabis seed,2000.0,250.0,142.0,,,,,40.0,,,0.200000002980232,,,,,,,,,,,,,,,,,,,,,,,,,0.0102699997704476,,,0.0652699985411018
242,,,,,Depressants (excluding Methaqualone),10.0049997763708,6.37828985743411,5.02561988766864,,,,,,,0.0199999995529652,,,,,,,,,,,0.0552599993236363,,0.3803699985612184,,,,,,,,,,,,,,,,
243,,,,,Ephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.6,342.95,377.245,
244,,,,,Ketamine and phencyclidine-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.08
245,,,,,LSD,0.00015999999595806,7.94999979916611e-06,6.40999983806978e-05,3.14999992042431e-06,0.000112099997168116,6.23499984249065e-05,0.000130499996703293,0.000346349991250463,0.000719099981834006,0.0006216499842958,1.05999997322215e-05,8.0949997955031e-05,0.000237499994000245,0.000548449986144988,0.000835049978904863,0.000155349996075529,0.000590199985090294,0.00013649999655172,0.000321299991883279,7.74499980434484e-05,0.000275299993045337,0.000392049990095984,8.90999977491447e-05,2.62499993368692e-05,6.88999982594396e-05,5.05999987217365e-05,2.03499994859158e-05,8.36999978855602e-05,6.3999998383224e-06,4.99999987368938e-06,,,,,,7.49999981053406e-07,0.01,4.0,
246,,,,,Methaqualone,,,,38.58725,93.3345,176.75875,374.5175,3715.45675,321.06475,165.5035,296.5522500152588,490.8545,949.08625,884.557,667.05525,251.71949942016602,142.4017507629395,457.9437508239746,486.77725,624.7015,781.9602500000001,8348.545750000001,986.659,2343.488,3191.1189999999997,158.933,772.3312500000001,72.45575,1585.0,828.0,,,27.188,,,16.56,3940.96,4334.96,0.0625
247,,,,,Non-specified,0.119999997317791,0.00149999996647239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,Non-specified hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,0.312700004659593,0.009,,,,,,,,,,,,,,
249,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0295000004395843
250,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
251,,,,,Other sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.21,,
252,,,,,Other types of cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55
253,,,,,Plant-based NPS,,,,,,,,,,,,,,,,,,,,,,,2.8930000000000002,20.484,0.804,,,84.5,,,,,,,,3252.0,,,2978.9900000000002
254,,,,,Synthetic cathinones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.71,,
255,,,Zambia,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,0.00087,,,,,,
256,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014,,,,,,,,,
257,,,,,Non-specified ATS,,,,,,,,,,,,,,,,282.289001464844,0.091,0.05,,0.018,,0.0675,,,,,,0.36075,0.6502,,,,,,,,,,
258,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.67
259,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,0.00130000001937151,,,,2.41000008583069,,,1.7610000371933,4.443,6.498,,1.116,0.00770000004023314,,17.3,0.0437,0.00551,2.0,,,0.1495,5.92328,,,,,,,,,
260,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95637,21.27882,,9.4098,0.581,26.17578,13.0995,13.55
261,,,,,Crack,,,,,,,,,,,,,,,,,,,,,,,,0.0115041,,,0.073,0.7459822,,5.92,,,,,,,,,
262,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,0.0014,,,,,,1.1941,,,
263,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,11.798999786377,,258.218994140625,15.724,40.269,3.111,4.201,14.604,0.016,1037.0,,0.0035,,17.4316,1.035,4.11,26758.39,,,1.1084,,0.0083,,3.565,72.537,72.54
264,,,,Heroine and Morphine,Heroin,,,,,,,,,,,5.12599992752075,2.59999990463257,,18.0550003051758,,152.617004394531,0.939,,0.001,0.369,0.005,0.002,0.36,1.529,0.02411,,2.385,3.8601806,1.2697,0.09045,,,0.43144,,0.2884,1.438,0.5617,0.19292,0.19574
265,,,,,Illicit morphine,,,,,,,5.09000015258789,2.70000004768372,,,,1.16100001335144,0.00400000018998981,1.5023000220134817,,0.5,,,3.2,0.028,0.061,0.86,,0.1372,,,0.0799999982118607,,,0.0001,,,,,,,,0.04513,0.04513
266,,,,Marijuana (herb),Marijuana (herb),1.0,,,,,,352.244995117188,155.240005493164,1358.36804199219,931.043029785156,1001.81402587891,1762.06994628906,1226.998046875,17351.451171875,,4291.498046875,7794.402,11176.308,3256.366,7000.653,7318.199,14.6,1605.194,94440.0,13823.7,17000.0,,42.6021733,20339.11,38207.75,,12538.58395,10035.83326,,11400.49,17466.4,19611.22,17327.959,17327.995
267,,,,Opium,Opium,,,,,,,,3.5,,,,,,,,0.194999992847443,2.344,0.102,6.77,8.622,,,,,,,,,,,,,,,,,23.458,,
268,,,,Other drugs,Barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4271,0.0586,,,
269,,,,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16602,,0.2184,0.027,,0.570159999998659,0.570159999998659
270,,,,,Cannabis oil,,,,,,,,,,,,,,,,,2.0,,,,,8.5,,,,,,,,,,,,,,,,46.135,
271,,,,,Cannabis plants,,,,,,,,,,,,,,,,,,,,,,,,87700.0,92592.2,,115322.0,53331.4441455,12157.97,68752.0,,53696.2575,32499.1802,,44207.431,114377.064,39355.12,997.191,996.09
272,,,,,Cannabis seed,,,,,,,,,,,,,,3.14499998092651,,191.940994262695,0.044,7.13,38.597,126.28,52.261,13.5,,163.785,,20925.5,,,,68.7526,,83.02379,93.6006,,101.183,256.502,124.01,,46.1362
273,,,,,Coca bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,
274,,,,,Depressants (excluding Methaqualone),,,,,,,,,,,,,,,,0.684149993462488,0.825,0.8,0.908,0.0413999990746379,,0.09921999921277169,,0.12596999812982979,,1.0,2.52106,1.2113414999964236,0.2804,0.06345,,,,,,,,,
275,,,,,Ephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00063,21.0,0.097,0.2365,,,,,63.67,
276,,,,,LSD,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,
277,,,,,Methaqualone,,,,,,,83.395,5.509,72.58825,88.796,380.32375,251.0655,417.3755,28.9835,,19550.48828125,2.784,0.004,0.125,0.592,0.306,0.02,0.0385,3.95704,1.123,,,,,,,,,,,,,,
278,,,,,Non-specified,,,,,,,,,,,,0.0240000002086163,,,,,,0.881,2.3,,,,,,,,,,,,,,,,,,,,
279,,,,,Non-specified sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1108,,
280,,,,,Non-specified substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05016,,,,,,0.003858
281,,,,,Other illicit opioids,,,,,,,,,,,,,,,,,,,,,,,,0.0852,,,,,,0.01936,,,,,,,,,
282,,,,,Other miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054,0.3984,,0.004,
283,,,,,Other prescription medicines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,0.00153999996557832,0.00153999996557832
